packageNum,areaNorm,perimeterNorm,ConvexAreaNorm,EccentricityNorm,ExtentNorm,roundnessNorm
1,1,0.580745043905057,0.979215891096907,0,0,0.213139674872996
2,0.396533792386178,0.316087656735304,0.369612256572239,0.276295834818076,0.361527121801931,0.209421600022726
3,0.766770670826833,1,1,0.888607083265345,0.523987434072829,0.151787044689762
4,0.738169526781071,0.58856167797845,0.799421327961134,0.585805040203369,0.548211439691798,1
5,0.457905212760235,0.424740212431457,0.494830916672884,0.646203774345639,0.650398009527449,0.323456374235239
6,0.632793587605573,0.768764139729284,0.602606511304002,0.948954207180853,0.479336350420006,0.0599620200216538
7,0,0,0,0.210842775140315,1,0.0705085284121271
8,0.297111194792619,0.265911269603896,0.274537601246881,0.805637383452732,0.744010304763765,0.320998514927394
9,0.00677820216256926,0.303443383565321,0.00681473375282911,1,0.997224064357441,0
